date,direction,clean_amount,description,raw,category
2024-12-23,OUT,400,Pay Bill Online to 776611JAMII Completed                                            -400.00              184.45,SLN6K09VB0         2024-12-23 16:20:27   Pay Bill Online to 776611JAMII Completed                                            -400.00              184.45,Uncategorized
2024-12-23,OUT,7,Customer Transfer of Funds      Completed                                             -7.00              584.45,SLN1I2BSIT         2024-12-23 08:28:22   Customer Transfer of Funds      Completed                                             -7.00              584.45,Uncategorized
2024-12-23,OUT,200,Customer Transfer to -          Completed                                           -200.00              591.45,SLN1I2BSIT         2024-12-23 08:28:22   Customer Transfer to -          Completed                                           -200.00              591.45,Personal Transfers
2024-12-23,OUT,20,Recharge for Customer to        Completed                                            -20.00              791.45,SLN1I1O4D1         2024-12-23 08:22:54   Recharge for Customer to        Completed                                            -20.00              791.45,Uncategorized
2024-12-23,OUT,100,Pay Bill to 888880 - KPLC       Completed                                           -100.00              811.45,SLN0HSQ03G         2024-12-23 06:43:04   Pay Bill to 888880 - KPLC       Completed                                           -100.00              811.45,Utilities
2024-12-22,OUT,100,Merchant Payment to 7214542 -   Completed                                           -100.00              911.45,SLM0FD62LI         2024-12-22 14:43:25   Merchant Payment to 7214542 -   Completed                                           -100.00              911.45,Other Merchant Payment
2024-12-22,IN,1000,"Business Payment from 329299 - Completed                       1,000.00                                1,011.45","SLM9FCF1MJ         2024-12-22 14:38:11   Business Payment from 329299 - Completed                       1,000.00                                1,011.45",Income (Business)
2024-12-22,OUT,20,Pay Bill Charge                 Completed                                            -20.00                11.45,SLM9EX7SLL         2024-12-22 12:49:16   Pay Bill Charge                 Completed                                            -20.00                11.45,Uncategorized
2024-12-22,OUT,2421,"Pay Bill Online to 589036 -     Completed                                         -2,421.00                31.45","SLM9EX7SLL         2024-12-22 12:49:16   Pay Bill Online to 589036 -     Completed                                         -2,421.00                31.45",Uncategorized
2024-12-22,IN,1000,"Funds received from -           Completed                      1,000.00                                2,452.45","SLM5EX3Z6T         2024-12-22 12:48:28   Funds received from -           Completed                      1,000.00                                2,452.45",Income (P2P)
2024-12-21,OUT,7,"Customer Transfer of Funds      Completed                                             -7.00            1,452.45","SLL1DDMA03         2024-12-21 22:17:11   Customer Transfer of Funds      Completed                                             -7.00            1,452.45",Uncategorized
2024-12-21,OUT,500,"Customer Transfer to -          Completed                                           -500.00            1,459.45","SLL1DDMA03         2024-12-21 22:17:11   Customer Transfer to -          Completed                                           -500.00            1,459.45",Personal Transfers
